name,city,area,class,lat,lng,tel,tel2,address,update_time,memo
嘉義市太清宮,嘉義市,西區,道教,23.4759997,120.4162709,05-2230608,,嘉義市西區港坪里大同路635巷17號,2017/4/12 14:01,道德大天尊
平安宮,嘉義市,西區,道教,23.4753891,120.4151836,05-2836159,,嘉義市西區港坪里大同路438巷80號,2017/4/12 14:01,觀音佛祖
明賢宮,嘉義市,西區,道教,23.4710282,120.4478726,05-2230686,,嘉義市西區育英里永安街246巷46弄35號,2017/4/12 14:01,保生大帝
先天玉虛宮崇敬堂,嘉義市,西區,道教,23.4908823,120.4226252,05-2378907,,嘉義市西區北湖里雙園街111號,2017/4/12 14:01,元始天尊
朝陽宮,嘉義市,東區,道教,23.5083137,120.4404071,05-2320104,,嘉義市東區荖藤里後厝仔18之1號,2017/4/12 14:01,池府千歲
吉聖宮,嘉義市,東區,道教,23.4967082,120.4794484,05-2763028,,嘉義市東區後庄里林森東路691巷139弄65號,2017/4/12 14:01,齊天大聖
慈覺寺,嘉義市,東區,佛教,23.481464,120.4563831,05-2786661,,嘉義市東區東興里13鄰和平路182號,2017/4/12 14:01,觀世音菩薩
玉龍宮,嘉義市,東區,道教,23.4576039,120.4913259,05-2769715,,嘉義市東區鹿寮里紅毛埤151號之1,2017/4/12 14:01,玉龍尊王
善明寺,嘉義市,東區,佛教,23.4546971,120.4581621,05-2392904,,嘉義市東區興村里溪興街105巷35號,2017/4/12 14:01,釋迦牟尼佛
大福興宮,嘉義市,東區,道教,23.493737,120.4820156,05-2769638,,嘉義市東區盧厝里盧義路490巷50附1號,2017/4/12 14:01,土地公
寶生聖堂,嘉義市,東區,一貫道,23.4605821,120.4561607,05-2237298,,嘉義市東區安寮里吳鳯南路547巷9號,2017/4/12 14:01,明明上帝
奉天宮,嘉義市,東區,道教,23.503554,120.439179,05-2320368,,嘉義市東區荖藤里文化路956號,2017/4/12 14:01,天上聖母
嘉邑聖天宮,嘉義市,東區,道教,23.4677014,120.4662025,05-2257080,,嘉義市東區芳草里彌陀路203號,2017/4/12 14:01,孚佑帝君
保南境福德正神廟,嘉義市,東區,道教,23.475702,120.4582638,05-2784422,,嘉義市東區朝陽里朝陽街116號,2017/4/12 14:01,福德正神
順庵寺,嘉義市,東區,道教,23.4925881,120.4841888,05-2782921,,嘉義市東區圳頭里盧厝67號之1,2017/4/12 14:01,普庵菩薩油漆祖師
吉安宮,嘉義市,西區,道教,23.4837498,120.4405229,05-2323879,,嘉義市西區後驛里吉安街29號,2017/4/12 14:01,城隍尊神
保福宮,嘉義市,西區,道教,23.4929186,120.4043238,05-2378207,,嘉義市西區保福路123號,2017/4/12 14:01,保生大帝
董將軍廟,嘉義市,西區,道教,23.493008,120.408706,05-2371184,,嘉義市西區下埤里下埤23號,2017/4/12 14:01,董將軍
五王聖德宮,嘉義市,,道教,23.4857254,120.4462695,05-2329783,,嘉義市北榮里長安街1巷1號,2017/4/12 14:01,五府千歲
國邑武當山真武廟,嘉義市,西區,道教,23.4838138,120.4257942,05-2339093,,嘉義市西區福安里泰瑞一街59號,2017/4/12 14:01,北極玄天上帝
順天宮,嘉義市,西區,道教,23.4857984,120.4527958,05-2237492,,嘉義市西區番社里林森西路452巷5號,2017/4/12 14:01,天上聖母
太師府,嘉義市,西區,道教,23.4875157,120.4481378,05-2325302,,嘉義市西區北榮里文化路378巷5號,2017/4/12 14:01,魯班先師
鎮南宮,嘉義市,西區,道教,23.4859724,120.442323,05-2321314,,嘉義市西區重興里博愛路一段492巷18號,2017/4/12 14:01,五年千歲
白沙王廟,嘉義市,西區,道教,23.4633441,120.4467497,05-2857256,,嘉義市西區美源里美源街72號,2017/4/12 14:01,協天大帝
天恩宮,嘉義市,西區,道教,23.4947293,120.44345,05-2335687,,嘉義市西區世賢路一段580巷76號,2017/4/12 14:01,關聖帝君
先天三元瑤池金母宮,嘉義市,西區,道教,23.49069,120.4003595,05-2385695,,嘉義市西區大溪里13鄰北港路715巷140 之10號,2017/4/12 14:01,瑤池金母
梁聖殿,嘉義市,,道教,23.4753891,120.4151836,05-2836159,,嘉義市港坪里大同路438巷78號之1,2017/4/12 14:01,梁聖公
嘉義市海口寮聖安宮,嘉義市,西區,道教,23.4972364,120.4317257,05-2324629,,嘉義市西區北新里海口寮路100號,2017/4/12 14:01,朱府千歲
新厝南嶽殿,嘉義市,西區,道教,23.4985004,120.4271223,05-2321314,,嘉義市西區北湖里世賢路一段580巷350號,2017/4/12 14:01,地藏王菩薩
